company_id,broker_id,name,licence_number,year_founded,employees,headquarters,description,offices
91,107,"UGL Exchange Limited","<a href=""https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/46359/"">CySEC 349/17</a>",2016,15+,Cyprus,"<p><img alt="""" src=""/upload/Imagini_Descriere/UGL-Exchange_description.png"" style=""float:left; height:250px; width:300px"" />Since our inception, the Company has always focused on providing a comprehensive range of brokerage services in international financial markets specifically, currencies, major indices, commodities, precious metals and Contracts for Difference (CFD&rsquo;s).</p>

<p>UGL Exchange is a Forex broker under regulatory supervision by CySEC.Our regulator is a member of the European Securities and Markets Authority (ESMA). UGL has been under the stringent supervision since our Company was founded and we have always conducted operations in strict compliance with the regulatory requirements.</p>

<p>UGL Exchange offers front-line trading platforms, state-of-the-art trading tools &amp; advanced educational resources that cover the latest financial news and much more. We&rsquo;re equipped with cutting-edge technology and high level of client support, while always up-to-date on the market&rsquo;s global expansion.</p>

<p>UGL Exchange provides new opportunities and well-rounded solutions for personal and institutional investors.</p>
","Cyprus, Mauritius, Saint Vincent and the Grenadines"
92,108,"IX Capital Group Limited","SCB SIA-F188",2009,200+,"Bahamas, Mauritius","<p><img alt="""" src=""/upload/Imagini_Descriere/Infinox_description.jpg"" style=""float:left; height:250px; width:298px"" />The Infinox group of companies is headquartered in London with offices in the Bahamas, Taiwan, Hong Kong, Brazil and Portugal.</p>

<p>Our business is built on integrity and trust, while giving clients the opportunity to trade and invest in the global FX, indices and commodities markets. Our IX commitment is to deliver dynamic products, fintech driven solutions and a premium bespoke service to allow our clients to trade with confidence and ease.</p>

<p>Expanding Infinox into the Bahamas allows us to reach a new audience of active traders that&#39;s looking for a reliable and credible solution outside of the FCA. We are launching with three exciting services MT4 trading, IX Trading, and IX Strategies.</p>

<p>Since 2009 the Infinox brand has been delivering the ultimate trading and investing experience. We&rsquo;ve built our business on integrity and trust, while empowering our clients to trade and invest worldwide.</p>

<p>We&rsquo;re committed to delivering dynamic products, Fintech driven solutions and a premium service tailored to you.</p>
","Latin America, Portugal, Taiwan, United Kindgdom"
93,109,"Cresco Capital Markets (UK) Ltd","<a href=""https://register.fca.org.uk/ShPo_FirmDetailsPage?id=001b000003YE2GtAAL"">FCA UK 764353</a>",2011,20+,"United Kingdom","<p><img alt="""" src=""/upload/Imagini_Descriere/CrescoFX_description.jpg"" style=""float:left; height:60px; width:300px"" />Cresco FX is a boutique broker offering its clients a wide range of Investment services and Solutions.</p>

<p>We provide a tailored and personalised trading and investment environment, reliable liquidity and fast execution with one-click trading.</p>

<p>Enjoy advanced charting tools and trade signals, free access to equity research modules and exclusive news reports from industry experts. In a crowded space, we pride ourselves on our unique, personable and bespoke approach to all clientele, to ensure your full confidence in our service and to provide the best possible client experience.</p>

<p>Expect a bespoke, low cost professional service with unmatched customer support.</p>
","United Kingdom"
94,110,"Eurotrade SA (Pty) Ltd, Eurotrade RGB Holdings Ltd","<a href=""https://www.fsca.co.za/Pages/Default.aspx"">FSP 44351</a>, <a href=""https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/74970/"">CySEC 279/15</a>",2017,40+,"Cyprus, South Africa","<p><img alt="""" src=""/upload/Imagini_Descriere/Eurotrader-description.png"" style=""float:left; height:250px; width:300px"" />Eurotrader is a multi-asset retail broker on a mission to deliver a modern, streamlined trading experience that empowers and educates traders of all abilities.</p>

<p>We empower, educate and make it easy for everyone to get their trade on in forex, stocks, crypto, indices, and commodities. With in-depth learning resources, exceptional customer service, superfast executions, and attractive low costs, our members have everything they need to train up and trade up.</p>

<p>At Eurotrader, our commitment to the safety of funds shows in everything we do. We know how important it is for traders to be able to focus on their activity and not have to worry about the security of their funds. That&rsquo;s why we have policies and procedures in place to give them that peace of mind.</p>

<p>The benefits of choosing Eurotrader:</p>

<ul>
	<li>Trade with a regulated broker:
	<ul>
		<li>CySEC - the financial regulator of the Republic of Cyprus. Licence No: 279/15;</li>
		<li>FSCA - the Financial Sector Conduct Authority of South Africa . Licence No. 44351;</li>
	</ul>
	</li>
	<li>MT5 &amp; MT4 trading platforms - with over 3000 stocks and equities;</li>
	<li>Competitive trading conditions - choose the account type that suits your needs;</li>
	<li>For partners - Rebates, MAM and PAMM &amp; CPA plans;</li>
	<li>Eurosocial - Social Trading App - extremely user friendly copy trading app;</li>
	<li>Insurance Protection- Eurotrader offers extra protection through Civil Liability Insurance, covering traders for up to &euro;2,000,000!;</li>
	<li>Negative Balance Protection Policy &ndash; for all our traders;</li>
	<li>Segregated accounts for client funds - Segregated accounts give traders bolstered protection as their funds are kept solely for their own trading and cannot be accessed by brokers for any other purpose;</li>
	<li>Swap free accounts - for traders who cannot pay or earn interest due to their religious beliefs. As well as no swaps or interest charges at rollover times, we also won&#39;t incur any hidden costs, extra charges or spread widening.</li>
</ul>","United Kingdom"
95,111,"Decode Global Ltd Vanuatu, Decode Capital Pty Ltd","VFSC 700415, AFSL 246796",2004,10+,"Vanuatu, Australia","<p><img alt="""" src=""/upload/Imagini_Descriere/DV-Markets_representative_image.png"" style=""float:left; height:165px; width:300px"" /></p>

<p>Decode FX is an online FX and CFD broker based in Sydney, Australia and is regulated by the Australian Securities and Investments Commission.</p>

<p>We do not just provide a trading platform, instead our aim is to provide you with our best level of customer service whether you are a beginner looking to learn how to trade the markets or seasoned professional trader that demands high calibre in execution, technology and support.</p>

<p>Decode FX trading solution integrates exceptional spreads, continuous streaming liquidity, and instant trade execution functionality. When you trade with us we connect you to our pool of renowned global investment banks and brokers, providing direct access to institutional pricing and liquidity in over 50 currencies. Decode FX technology bridges the gap between trading and technology, enabling you to leverage our institutional relationships, and streamlined infrastructure to maximise trading effectiveness. Our focus is providing tight spreads, low commissions and the latest technology to provide you a high quality trading environment.</p>

<p>We aim to provide you with advanced tools and support to enable you to prosper and continue trading in the long term. All orders are executed through our advanced technology with lightning fast execution.</p>

<p>What we do and the decisions we make here at Decode FX, centre on a core principle of &quot;doing what&#39;s right&quot;, With the right ethics and values guiding our decisions, we serve our clients with their best interests in mind.</p>
","Austria, China, Cyprus, Germany, Philippines"
96,112,"NFX Capital VU Ltd",N/A,2008,100+,"Saint Lucia","<p><img alt="""" src=""/upload/Imagini_Descriere/NordFx_representative_Image.png"" style=""float:left; height:250px; width:300px"" />NordFX is an international brokerage company offering a full range of online trading services in currencies, gold and silver in the Forex market. Investments in global stocks with high income and with capital protection up to 100%, and PAMM-accounts (Percent Allocation Management Module), one of the most popular and time-tested methods of trust management, are among services offered by NordFX.</p>

<p>NordFX is distinguished by minimal spreads, immediate order execution, and a leverage ratio of 1:1000, which is available for all currency pairs and metals. Accounts, as well as funds deposit/withdrawal are available in USD.</p>

<p>Starting from 2008, over 1.500.000 accounts have been opened in NordFX by clients from over 190 countries, and the company has been honored with over 60 prestigious prizes and awards.</p>",N/A
97,113,"Indication Investments Ltd, Forex Club International Limted","<a href=""https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/37658/"">CySEC 164/12</a>",1997,200+,Cyprus,"<p><img alt="""" src=""/upload/Imagini_Descriere/Libertex_representateive_image.gif"" style=""float:left; height:250px; width:300px"" />Liberty Exchange is an international brand backed by 20 years of experience in the market and its professional financial, analytical and trading teams from Forex Club International Ltd. and Indications Investments Ltd. Both these companies are subsidiaries of the well known Russian Forex Club Group.</p>

<p>Libertex is a multinational company that offers a variety of high-speed, reliable, cutting edge technology platforms to choose from, along with a localized support team available 24/7.</p>

<p>As one of the international leaders of the industry, the company has won over 30 prestigious awards from numerous countries. Every year, the leading position strengthens both in the markets, where it has established a presence, and in the new markets, where the company is presently entering with its innovative products and services.<br />
Libertex is a CySEC regulated broker. Therefore, as a financial services provider in Cyprus, Libertex has substantial funds in operating capital complying with the requirements established under the MiFID that govern all financial services providers operating within the European Economic Area (EEA).&nbsp;</p>
","Cyprus, Montenegro"
98,114,"First Prudential Markets Pty Ltd, FP Markets LLC, First Prudential Markets Ltd, FP Markets (Pty) Ltd, First Prudential Markets Limited, FP Markets Ltd","AFS License No. 286354 (Australia), FSA SVG 126 LLC 2019 (Saint Vincent and the Grenadines), CySEC License number 371/18 (Cyprus), FSP 50926 (South Africa), License Number SD130 (Seychelles), License No. GB21026264 (Mauritius)","2005, 2019",50+,"Australia, Saint Vincent and the Grenadines","<p><img alt="""" src=""/upload/Imagini_Descriere/FPMarkets_representative_image.png"" style=""float:left; height:250px; width:300px"" /></p>

<p>FP Markets has been regulated&nbsp; since 2005 in the financial markets, and is a trusted global CFD and Forex broker. Our vision was to create the ultimate forex trading destination where traders could access a full suite of trading products in the global markets.</p>

<p>The convenience of being able to trade CFDs across&nbsp;<a href=""https://www.fpmarkets.com/forextrading"">forex</a>,&nbsp;<a href=""https://www.fpmarkets.com/equities"">equities</a>,&nbsp;<a href=""https://www.fpmarkets.com/cfds/indices"">indices</a>,&nbsp;<a href=""https://www.fpmarkets.com/trading-instruments/commodities"">commodities</a>, futures and&nbsp;<a href=""https://www.fpmarkets.com/cryptocurrency"">cryptocurrencies</a>&nbsp;all from a single account is one of the key reasons traders choose FP Markets.</p>

<p>What sets us apart from our competitors is our deep understanding of what traders need. We&rsquo;ve learnt that the combination of pricing, execution speed, cutting-edge platforms, product range, customer support and market analysis are the key ingredients that give our clients the confidence to trade.</p>

<p>Being a licensed (Australian Securities and Investments Commission) and fully regulated forex broker, our clients interests&#39; are a priority for us. It is our firm commitment to excellence that makes us one of the leading forex brokers in Australia.</p>
","Cyprus, Mauritius, South Africa, Seychelles"
99,115,"Capital Com (UK) Limited, Capital Com SV Investments Limited, CJSC Capital Com Bel, Capital Com Australia Limited","<a href=""https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/42294/"">CySEC 319/17</a>, <a href=""https://register.fca.org.uk/ShPo_FirmDetailsPage?id=001b0000042g1LfAAI"">FCA UK FRN 793714</a>, <a href=""http://www.nbrb.by/engl/finsector/forex/register?page=2"">NBRB 193225654</a>, ASIC AFSL 513393",2016,100+,Cyprus,"<p><a href=""https://go.currency.com/visit/?bta=35227&amp;nci=7519""><img alt="""" src=""/upload/Imagini_Descriere/Capital.com_representative_image.png"" style=""float:left; height:208px; width:250px"" /></a>Capital.com is an European based CFD and Forex broker, offering one-click trading experience with 6,100+ across indices, commodities, cryptocurrencies, shares and currency pairs.</p>

<p>Along with web-platform Capital.com provides users with the fully functional mobile app available for both iOS and Android.</p>

<p>The company was founded in 2016 and has offices in London, Cyprus, Minsk, Warsaw, Sofia,Vilnius, Kiew, Mahe and Gibraltar.</p>

<p>Why choose Capital.com?</p>

<p>- 0% commission &amp; no hidden fees</p>

<p>- Market-leading spreads</p>

<p>- Large selection of cryptos 24/7</p>

<p>- Take-profit orders, stop-losses and negative balance protection</p>

<p>- High privacy &amp; security standards: FCA UK,&nbsp;CySEC, and ASIC licenses.</p>

<p>- Educational app, online courses &amp; trading guides</p>

<p>- Over 70 technical indicators.</p>
","United Kingdom, Poland, Bulgaria, Ukraine, Seychelles, Gibraltar, Australia, Lithuania"
100,116,"Royal Financial Trading Pty Ltd, Royal Financial Trading (Cy) Ltd, Royal ETP LLC, Royal CM Limited","<a href=""https://search-afsl.com/Royal%20Financial%20Trading%20Pty%20ltd/afs-licensee/420268/"">ASIC 420268</a>, <a href=""https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/38531/"">CySEC 312/16</a>, FSA SVG 149LLC2019, VFSC 700284",2006,60+,Australia,"<p><img alt="""" src=""https://vc.cabinet.oneroyal.com/uploads/public/banners/2023/04/21/6054b6abb598112e744a6d13e04cf266.png"" style=""float:left; height:250px; width:300px"" />Royal is a global team of master traders and finance professionals who in 2006, established a firm with the objective to provide traders with the right tools to succeed in the financial markets.</p>

<p>It&rsquo;s in Royal&rsquo;s DNA to offer the best trading experience for our direct trading clients, referring &amp; money manager partners, as well as institutional clients, and we do so by offering optimal trading conditions such as very low commission, low spreads and high liquidity, as well as tailored broker services and truly innovative trading education videos.&nbsp; &nbsp;&nbsp;</p>

<p>The Royal&trade; brand is regulated in multiple jurisdictions throughout the world, and is an internationally recognised, online Forex &amp; CFDs broker with a fantastic team of over 130 talented &amp; dedicated people spread across 4 continents</p>","Cyprus, Egypt, Lebanon, Nigeria, Saint Vincent and the Grenadines, USA, Vanuatu"
101,117,"TradeMax Australia Limited, Trademax Global Limited","ASIC 436416, VFSC 40356","2013, 2019",300+,Australia,"<p><img alt="""" src=""/upload/Imagini_Descriere/TMGM_description.png"" style=""float:left; height:250px; width:350px"" />TMGM is a leading provider and innovator in CFD trading, constantly pushing the boundaries through cutting-edge research and development. TMGM proudly empowers investors to take charge of their investment portfolio, combining lucrative CFD trading opportunities across 7 asset classes with access to 15,000+ products including Forex, Shares, Precious Metals, Energies and Indices.<br />
&nbsp;<br />
The sophisticated online platform simplifies direct CFD trading: providing the technology, turn-key support and innovative structure so traders only have to worry about investment decisions - the platform does the rest. TMGM is supervised under both the regulation of the Australian Security and Investment Commission (ASIC) and the Vanuatu Financial Services Commission (VFSC).<br />
&nbsp;<br />
The company was originally founded in 2013 in Sydney, Australia under the name of TradeMax. As experienced traders, the founding members of TradeMax began the company with the guiding vision of building a platform that would overcome the largest obstacles in the industry for traders. They built on their own experience to develop the innovative TMGM platform, with knowledge of the roadblocks and pain points that the industry was not solving for traders.<br />
&nbsp;<br />
The solution evolved into TradeMax: a company built for traders, by traders. TMGM continually makes extensive investments into research &amp; development and in developing top-notch customer service to drive results for their international client base.<br />
&nbsp;<br />
The company is now headquartered in Sydney, Australia with additional offices in the major Australian cities of Adelaide, Melbourne and Canberra. The broker has expanded operations to meet client needs with regional offices in New Zealand, Vanuatu, Taiwan, and the Philippines. TMGM&rsquo;s trading volume hit an all-time high as operations grew worldwide, recording an average of $6.5 Billion in trading volume in October 2020.<br />
&nbsp;<br />
TMGM is the Official Online Trading Platform of the Australian Open tennis tournament. TMGM is your reliable CFD trading provider as an industry leader with offices in 3 continents.</p>
","China, Philippines, United Kingdom"
102,118,"Titan FX Limited","<a href=""https://www.vfsc.vu/"">VFSC 40313</a>, FSC MU GB20026097",2014,60+,Vanuatu,"<p><img alt="""" src=""/upload/Imagini_Descriere/TitanFX-description.jpg"" style=""float:left; height:250px; width:300px"" /></p>

<p>Titan FX is a foreign exchange (forex), metal and commodities broker serving both institutional and retail clients across the globe.</p>

<p>Titan FX was born out of the need for a stable No Dealing Desk forex broker that can service a global client base.</p>

<p>Our veteran management and support team is drawn from high quality forex brokers with combined decades of experience providing the best possible trading conditions and client support to both retail and institutional clients.</p>

<p>When you trade with Titan FX, you get a technological advantage with our lightning-fast executions, ultra-tight spreads, no-requotes, full ECN execution, and our proprietary Zero Point technology.</p>

<p>Titan FX also offers unparalleled customer support. Available 24 hours a day from Monday to Friday, our helpful and knowledgeable support team is here to assist you with any issues or questions.</p>
",N/A
103,119,"Global Trade Partners DOOEL",,2015,15+,"North Macedonia","<p><img alt="""" src=""/upload/Imagini_Descriere/LMFX_description.png"" style=""float:left; height:250px; width:300px"" />LMFX is an innovative online foreign exchange broker that offers advanced institutional and retail trading conditions to a global audience. Take advantage of our diverse range of products including a wide variety of instruments, industry-leading MT4 mobile and desktop platforms and several other tools.</p>

<p>We have thought of everything you might need, to ensure a smooth hassle-free trading experience.</p>

<p>Our goal is to deliver an unparalleled trading experience that offers the most competitive trading conditions available to each and every client, allowing them to trade Forex and CFDs on Commodities, Indices and Shares.</p>

<p>LMFX allows Scalping, Expert Advisor, Trailing stop, One Click Execution, News trading, Swing trading and Hedging for traders so you can get a trading advantage.</p>
",N/A
104,120,"Gleneagle Securities Pty Limited,  Global Prime Pty Ltd","VFSC 40256, ASIC 385620",2017,15+,Australia,"<p><img alt="""" src=""/upload/Imagini_Descriere/Global-Prime-description.gif"" style=""float:left; height:250px; width:300px"" />Our ultimate aim is to make each one of our clients feel special and cared for. Nothing makes us happier than exceeding your expectations.</p>

<p>Whether it&rsquo;s a friendly chat about risk management or a detailed trade investigation &ndash; we always go the extra mile to ensure our clients receive a personal experience they won&rsquo;t find at any other brokerage.</p>

<p>Our vision is to provide our retail clients with the same liquidity and execution that our institutional and Prime of Prime clients receive.</p>

<p>We offer a true Prime of Prime setup to banks, hedge funds and other brokers.</p>

<p>The lessons we&#39;ve learned in supporting the top end of the market is extended in the liquidity offering we provide our retail clients.</p>",Hungary
105,121,"ICC Intercertus Capital Ltd","<a href=""https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/79360/"">CySEC 301/16</a>",2015,20+,Cyprus,"<p><img alt="""" src=""/upload/Imagini_Descriere/Axiance-description.jpg"" style=""float:left; height:250px; width:300px"" />Axiance is an international online brokerage, providing access to over 130 tradable instruments from 6 asset classes for both retail and institutional investors.</p>

<p>We operate successfully around the globe and place great emphasis on providing professional and reliable services to all our clients.</p>

<p>Our success is built on diversity, flexibility, transparency and open, reasonable pricing structures.</p>

<p>Our aim is to create long-lasting relationships with our clients and to empower them with the necessary tools, knowledge and support to enjoy and excel in their trading endeavors.</p>
",Cyprus
106,122,"XNT Ltd, EXT Ltd, XHK Ltd","MFSA IS/52182, CySEC 165/12, SFC HK BNN565",2011,400+,Malta,"<p><img alt="""" src=""/upload/Imagini_Descriere/Exante-description.gif"" style=""float:left; height:250px; width:300px"" /></p>

<p>EXANTE is&nbsp;a&nbsp;International investment services company established in&nbsp;2011 that offers global multi-asset financial services, including direct access to&nbsp;a&nbsp;wide range of&nbsp;financial markets in&nbsp;the US, European Union and Asia-Pacific.</p>

<p>EXANTE is&nbsp;licensed by&nbsp;two European authorities (MFSA and CySEC) to&nbsp;provide financial services to&nbsp;retail and corporate clients, including trading and investment.</p>

<p>EXANTE provides online trading access to&nbsp;over 50&nbsp;markets worldwide. We&nbsp;offer both individual and corporate services with vast growth opportunities.</p>

<p>Dynamic trading tools, extensive&nbsp;IT infrastructure with over 400 servers make EXANTE a&nbsp;powerful industry leader. We&nbsp;are self-made, which means flexible: contact&nbsp;us for tailored solutions if&nbsp;you renounce limitations for your business.</p>

<p>EXANTE team is&nbsp;made up&nbsp;of&nbsp;more than 300&nbsp;IT and finance specialists from all over the world, each contributing their own expertise to&nbsp;provide the highest quality of&nbsp;service available.</p>
","Bulgaria, Cyprus, Hong Kong, Kazakhstan, Latvia, Netherlands, Russia, Ukraine, United Kingdom"
107,123,"Scope Markets Ltd","<a href=""https://www.belizefsc.org.bz/"">000274/325 and 000274/324</a>",2014,100+,Belize,"<p><img alt="""" src=""/upload/Imagini_Descriere/Scope-Markets-description.jpg"" style=""float:left; height:250px; width:300px"" />At Scope Markets, they aim to provide the best in class trading infrastructure to cater to the needs of all types of clients from the beginners to the very ultimate institutional traders.</p>

<p>Scope Markets understands that traders are looking for fast execution, minimum slippage, and tight spreads because we know the value of being a client-oriented company. Whether you are a new or experienced trader, our user-friendly trading platforms are simple yet sophisticated to give you the best effort service 24 hours and 5 days a week.</p>

<p>Scope Markets strives to provide the support clients need to have the easiest, fastest and productive access to the one of the largest markets in the world. They want to cater to the needs of all traders by educating them and offering ongoing support. Scope Markets high value of trading services is available to all retail and institutional clients regardless of account balance.</p>

<p>As a core value, Scope Markets is basing their operations on transparency, honesty and candidness at all levels providing a safe and seamless trading experience. They commit to full transparency, excellence and continuous innovation. They believe that investment in technology, human resource and superior customer service have been the building blocks of our success over the years.</p>","Cyprus, South Africa, Kenya, United Kingdom"
108,124,"TIO Markets Ltd, TIO Markets UK Ltd","FCA UK 488900, FSA SVG 24986 IBC 2018",2018,50+,"United Kingdom","<p><img alt="""" src=""/upload/Imagini_Descriere/tiomarkets-description-new.jpg"" style=""float:left; height:250px; width:300px"" /></p>

<p>TIOmarkets is an online trading broker committed who provides a low-cost trading environment to new and experienced FX traders, worldwide.</p>

<p>Launched in 2019, the company is FCA-regulated and offers trading on over 120 financial instruments including forex pairs, popular shares, commodities, metals &amp; indices.</p>

<p>TIOmarkets offers a fast and dependable trading environment with a secure approach and top trading conditions for global traders.</p>

<p>The FCA-regulated brokerage was acquired by the trade.io group in 2019. All retail products and services were revisited, improved, and were relaunched under the new brand of TIOmarkets.</p>

<p>Unique to TIOmarkets is the option for clients to fund their accounts using ETH and TIOx (the company&rsquo;s token). Crypto deposits are available for traders who opt for the MT4 or MT5 platform, which is downloadable from the company website.</p>

<p>The TIOx token can be used as a funding method and will also give holders access to a revenue-sharing Liquidity Pool &ndash; available to holders of 2.5k TIOx and above.</p>

<p>In February 2020, TIOmarkets became one of the only brokerages to offer cross-platform trading via PAMM on MT4 &amp; MT5.</p>

<p>TIOmarkets is an easy, safe and superior way to access global markets. Innovative technologies provide a first-class trading environment, while a large educational library of webinars, tutorials, technical analysis, exchange calculators, and service tools gives traders everything they need to conquer the markets.</p>","Cyprus, Saint Vincent and the Grenadines"
109,125,"Solidary Markets NZ Ltd",N/A,2013,5+,"New Zealand","<p><img alt="""" src=""/upload/Imagini_Descriere/solidary-markets-description.png"" style=""float:left; height:218px; width:300px"" />Solidary Markets FX was born as an innovative idea: the result of a group of trader&rsquo;s shared passion in operating the foreign exchange market, their dissatisfaction with the service provided by traditional brokers and the strong commitment to solidarity in orden to give back to society a part of what the markets produce.</p>

<p>We propose in a simple way to offer the Forex trader a tool for market access in unusually favourable conditions while automatically generating solidarity and without penalizing customers for it.</p>

<p>We have always wondered why traditional brokers reserve their best spread and favourable commissions for the people who have large accounts. This is due to the fact that the small operator, the so-called mini or micro account holder is literally condemned to work in a second-class position with high spreads and limitations of all kinds.</p>
",N/A
110,126,"Blue Suisse Limited","<a href=""https://www.mfsa.mt/financial-services-register/result/?id=5165 https://www.mfsa.mt/financial-services-register/result/?id=8901"">MFSA C 59928</a>",2013,10+,Malta,"<p><img alt="""" src=""/upload/Imagini_Descriere/Blue-Suisse-description.jpg"" style=""float:left; height:151px; width:300px"" />Made by traders for traders! Blue Suisse Limited is the partner you need.</p>

<p>80 years of experience combined&nbsp; in Banking, Brokerage, Trading, Software development and Asset Management. A team made of the most skilled traders in Europe.&nbsp;</p>

<p>Those gladiators of modern times have developped the trading hub of the twenty first century. Backed by a tribe of engineers and programmers, nothing can stop them anymore.</p>

<p>Join their team now and save yourself time and energy to focus on what is important, YOUR TRADING!</p>
",N/A
111,127,"Proton Capital Markets LTD","FSA SVG 22659",2015,10+,"Saint Vincent and the Grenadines","<p><img alt="""" src=""/upload/Imagini_Descriere/Proton-Capital-Markets-description.jpg"" style=""float:left; height:151px; width:300px"" />Proton Capital Markets mission is to provide an outstanding trading environment for FX, precious metals and CFDs.</p>

<p style=""text-align:justify !important"">To accomplish our mission, we focus on selecting and servicing the best combination of trading platforms and trading tools for our diverse mix of traders.</p>

<p style=""text-align:justify !important"">We provide superior level of service to retail and institutional customers to sustain long-term relationships that will enable us to respond more efficiently and proactively to their needs.</p>

<p style=""text-align:justify !important"">Furthermore, in order to meet our goals, we employ three strategies that are also the pillars to our longstanding success - First-Class Customer Service, Best Execution and Safeguard.</p>
","Saint Vincent and the Grenadines"
112,128,"JFD Overseas Ltd, JFD Group Ltd, JFD Bank AG","VFSC 17933, CySEC 150/11, BaFIN 120056",2011,60+,"Germany, Cyprus","<p><img alt="""" src=""/upload/Imagini_Descriere/JFD-description.jpg"" style=""float:left; height:250px; width:300px"" />JFD is a leading Group of Companies offering financial and investment services and activities. &ldquo;JFD Bank&rdquo; is a brand name and registered trademark owned and used by the JFD Group of Companies, which includes: JFD Group Ltd, a company with registration number HE 282265, authorized and regulated by the Cyprus Securities and Exchange Commission - CySEC (Licence number: 150/11), JFD Overseas Ltd which is authorized and regulated by the Vanuatu Financial Services Commission (License number 17933) and JFD Bank AG which is authorized and regulated by the Federal Financial Supervisory Authority (BaFin) and by the Deutsche Bundesbank under license number 120056.</p>

<p>JFD uses the world&rsquo;s leading engines to support multi-tiered best bid/ask aggregation, where the smart order routing executes the client&rsquo;s orders on the best price available in the liquidity pool. This leads to better spreads and institutional grade execution throughout, especially when it comes to high trading volumes. JFD offers this compliant cutting-edge technology to all its clients and institutional partners, without any exception or differentiation.</p>

<p>JFD is committed to keeping its client&rsquo;s money safe thus, at JFD all clients&rsquo; funds are fully segregated and kept secure within UK and German banking institutions.</p>
","Bulgaria, Cyprus, Germany, Spain"
113,129,"Charterprime Pty Ltd, Charterprime Limited","ASIC 421210, FSP 348606, FSA SVG 22717 IBC 2015",2012,200+,"Australia, Saint Vincent and the Grenadines","<p><img alt="""" src=""/upload/Imagini_Descriere/Charterprime_description_image.jpg"" style=""float:left; height:305px; width:350px"" />Charterprime is a global financial and foreign exchange brokerage group established in 2012, headquartered in Sydney, Australia.</p>

<p>We have embraced a simple yet powerful philosophy; we believe in making business personal. This is reflected in everything we do at Charterprime, where we pride ourselves on creating bespoke solutions for all our valued partners.</p>

<p>We invest time, capital and resources into solidifying business with longevity and value for all.</p>

<p>Our team is comprised of experts from all over the world, each with real life industry experiences. The diverse range of professional backgrounds and specialized skills across our team has helped Charterprime become the award-winning broker it is today.</p>

<p>Since Charterprime&rsquo;s establishment in 2012, the company has continued to grow and expand its horizons with new global offices and a constantly expanding team.</p>

<p>This growth is reflected in the consistent development of new and value adding offerings to Charterprime clients with unique products, services and business divisions emerging with each new year.</p>
","Hong Kong, Malaysia, Taiwan"
114,130,"CWG Group includes: CWG Markets Ltd(VU), CWG Markets Ltd(UK)","FCA UK 785129, VFSC 41694",2017,90+,"United Kingdom","<p><img alt="""" src=""/upload/Imagini_Descriere/CWG_Markets_description_image.png"" style=""float:left; height:200px; width:300px"" />CWG MARKETS LTD (&quot;CWG&quot;) is a leading global financial product online trading provider under the authority and supervision of FCA. The tradable products include foreign exchange, precious metals, stock indices, commodity futures and so on.</p>

<p>Our mission is to provide opportunities for traders in the world&#39;s largest and most liquid markets by providing innovative trading tools, award-winning technology and a deep pool of liquidity. Our goal is to achieve the highest financial standards and provide the best online trading experience to ensure traders&#39; success in the marketplace.&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>

<p>CWG provides various trading instruments and quality services, featuring speedy execution, no requotation, absolute transparency and innovative technologies.<br />
CWG is a Forex broker under regulatory supervision by FCA and VFSC.</p>

<p>All client money is kept fully segregated from our own assets in segregated bank accounts with our custodian bank. This ensures that clients&rsquo; funds are available for them at all times, and cannot be used by us for any purpose. These arrangements are checked and verified by our auditors.</p>","Malaysia, Nigeria, Singapore, Vanuatu"
